NO_OF_FRAMES	558
NO_OF_CAMERAS	11
NO_OF_MARKERS	34
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-30, 09:50:46.772	1691.57365920
DATA_INCLUDED	3D
MARKER_NAMES	HR	HL	C7	MS	PX	AR	AL	T7	ELR	EMR	ELL	EML	PMR	PLR	DMR	DLR	PLL	PML	DML	DLL	SIPSR	SIPSL	SIASL	SIASR	CLR	CMR	CML	CLL	MLR	MMR	FAR	MML	MLL	FAL
HR X	HR Y	HR Z	HL X	HL Y	HL Z	C7 X	C7 Y	C7 Z	MS X	MS Y	MS Z	PX X	PX Y	PX Z	AR X	AR Y	AR Z	AL X	AL Y	AL Z	T7 X	T7 Y	T7 Z	ELR X	ELR Y	ELR Z	EMR X	EMR Y	EMR Z	ELL X	ELL Y	ELL Z	EML X	EML Y	EML Z	PMR X	PMR Y	PMR Z	PLR X	PLR Y	PLR Z	DMR X	DMR Y	DMR Z	DLR X	DLR Y	DLR Z	PLL X	PLL Y	PLL Z	PML X	PML Y	PML Z	DML X	DML Y	DML Z	DLL X	DLL Y	DLL Z	SIPSR X	SIPSR Y	SIPSR Z	SIPSL X	SIPSL Y	SIPSL Z	SIASL X	SIASL Y	SIASL Z	SIASR X	SIASR Y	SIASR Z	CLR X	CLR Y	CLR Z	CMR X	CMR Y	CMR Z	CML X	CML Y	CML Z	CLL X	CLL Y	CLL Z	MLR X	MLR Y	MLR Z	MMR X	MMR Y	MMR Z	FAR X	FAR Y	FAR Z	MML X	MML Y	MML Z	MLL X	MLL Y	MLL Z	FAL X	FAL Y	FAL Z	
1188.663	462.760	2732.800	1377.606	676.272	2754.839	1140.038	801.347	2514.922	1148.219	560.345	2412.201	1141.726	460.317	2216.344	843.235	705.935	2482.052	1432.551	691.766	2471.266	1148.556	851.772	2211.820	645.532	409.011	2040.123	722.687	478.522	1936.529	1617.870	543.961	1962.056	0.000	0.000	0.000	1008.330	254.819	2207.789	993.550	185.677	2186.871	1095.660	204.336	2294.750	1088.247	107.362	2214.601	1380.791	263.315	2144.527	1362.969	229.991	2096.407	1309.400	139.250	2138.476	1351.690	189.084	2218.693	1109.421	762.094	1765.471	1246.973	756.216	1767.869	1377.045	445.524	1713.762	962.652	479.698	1706.802	979.019	502.382	905.519	1197.920	537.772	871.973	1219.447	449.697	929.459	1429.166	413.055	888.546	988.773	755.739	134.104	1148.230	747.837	154.876	1091.486	480.812	27.599	1325.355	384.131	143.944	1481.730	380.391	154.285	1300.888	105.384	36.188
1187.235	463.890	2732.162	1376.619	676.773	2754.186	1139.421	802.689	2514.608	1146.677	561.545	2411.822	1139.987	461.421	2216.114	842.415	708.341	2481.579	1431.454	692.041	2470.856	1148.274	853.064	2211.321	642.997	411.623	2040.399	720.961	480.706	1936.396	1616.279	543.363	1961.815	0.000	0.000	0.000	1005.657	256.367	2208.195	991.022	187.129	2187.232	1093.203	205.679	2295.076	1085.553	108.260	2215.010	1378.366	263.612	2144.411	1360.703	229.965	2096.391	1306.710	139.572	2138.585	1349.439	189.369	2218.792	1108.983	762.805	1765.250	1246.392	756.212	1767.350	1375.188	445.526	1713.563	961.049	480.646	1706.965	977.883	502.759	905.793	1197.453	538.226	872.466	1217.315	449.152	929.806	1428.061	412.165	888.438	988.808	755.719	133.955	1147.879	747.673	154.792	1091.720	480.678	27.576	1324.934	384.484	143.474	1480.957	380.251	154.279	1300.159	105.519	36.013
1185.813	464.876	2731.801	1375.495	677.435	2753.566	1139.065	804.294	2514.338	1145.071	563.016	2411.504	1138.188	462.664	2215.868	841.107	711.034	2481.081	1430.453	692.357	2470.604	1148.049	854.326	2210.768	641.477	413.963	2040.280	719.212	482.790	1936.509	1614.559	542.850	1961.384	0.000	0.000	0.000	1003.472	257.723	2208.381	988.496	188.452	2187.478	1090.886	206.766	2295.392	1082.888	109.447	2215.628	1375.825	263.833	2144.347	1358.181	230.206	2096.448	1303.945	139.911	2138.771	1346.914	189.567	2218.916	1108.453	763.365	1765.061	1245.759	756.377	1766.890	1373.135	445.696	1713.200	959.512	481.422	1707.176	976.817	503.201	905.571	1196.610	538.434	872.565	1215.502	448.620	929.932	1426.754	411.125	888.167	988.549	755.667	133.779	1147.703	747.825	154.911	1091.654	480.603	27.474	1324.366	384.951	143.112	1480.124	380.125	154.405	1299.451	105.622	35.543
1184.256	465.954	2731.230	1374.555	677.982	2753.051	1138.276	806.018	2514.235	1143.242	564.510	2411.246	1136.040	464.160	2215.546	840.030	713.827	2480.764	1429.356	692.653	2470.183	1147.691	855.717	2210.267	639.987	416.220	2040.269	717.926	484.645	1936.460	1612.887	542.213	1961.094	0.000	0.000	0.000	1001.658	259.209	2208.934	986.252	189.933	2188.263	1088.721	208.105	2295.985	1079.535	111.054	2216.442	1373.512	264.216	2144.339	1356.055	230.072	2096.706	1301.158	140.280	2139.019	1344.457	189.808	2218.888	1107.946	763.960	1764.850	1245.270	756.550	1766.516	1371.193	445.684	1712.885	958.156	482.181	1707.376	976.032	503.357	905.577	1195.533	538.312	872.643	1214.534	448.681	929.727	1425.492	409.828	888.372	988.335	755.514	133.492	1144.504	743.931	151.797	1091.691	480.711	27.358	1323.647	385.154	142.867	1479.446	380.008	154.622	1298.828	105.789	34.996
1182.486	467.211	2730.639	1373.380	678.656	2752.332	1137.271	807.520	2513.834	1141.710	565.782	2410.879	1134.098	465.487	2215.341	839.205	716.343	2480.437	1428.116	692.886	2469.729	1147.296	857.083	2210.213	638.013	419.230	2040.453	716.297	486.648	1936.314	1611.305	541.565	1961.000	0.000	0.000	0.000	999.173	260.620	2209.040	983.811	191.481	2188.945	1086.229	209.417	2296.253	1077.553	111.743	2216.605	1372.265	263.568	2144.475	1353.360	230.436	2096.651	1298.347	140.723	2139.335	1341.925	190.194	2219.059	1107.451	764.506	1764.540	1244.612	756.432	1766.080	1369.340	445.756	1712.884	956.809	482.905	1707.459	975.132	503.482	905.544	1194.981	539.009	872.945	1211.471	447.447	929.890	1424.124	408.621	887.816	988.357	755.505	133.358	1144.288	743.890	151.883	1091.282	480.856	27.369	1323.211	385.584	142.516	1478.745	379.949	154.741	1298.323	106.181	34.415
1180.889	468.358	2730.127	1372.306	679.318	2751.815	1136.509	808.792	2513.646	1140.121	567.178	2410.368	1132.517	466.529	2215.180	837.947	719.072	2479.782	1427.004	693.251	2469.470	1146.912	858.417	2209.732	636.573	421.520	2040.701	714.487	488.908	1936.185	1609.655	540.913	1960.682	0.000	0.000	0.000	996.292	262.234	2209.544	981.212	193.059	2189.385	1083.492	210.694	2296.420	1074.625	113.193	2217.206	1370.067	263.561	2144.362	1351.078	230.616	2096.752	1295.410	141.119	2139.535	1339.531	190.394	2219.097	1106.747	764.989	1763.788	1244.085	756.006	1765.878	1367.495	445.716	1713.001	955.113	483.851	1707.546	974.128	503.729	905.596	1193.609	538.781	872.701	1208.957	446.710	930.167	1422.722	407.061	887.677	988.097	755.479	133.306	1143.983	743.864	151.953	1092.035	480.631	27.006	1322.730	385.954	142.146	1478.025	379.992	154.865	1297.947	106.472	34.083
1179.245	469.432	2729.585	1371.197	680.106	2751.235	1136.075	810.314	2513.463	1138.377	568.739	2410.138	1130.415	468.026	2214.990	836.980	721.853	2479.372	1425.752	693.599	2469.221	1146.576	859.760	2209.390	634.805	424.088	2040.422	713.044	490.901	1936.087	1607.956	540.356	1960.413	0.000	0.000	0.000	994.299	263.595	2209.768	978.778	194.454	2189.845	1081.307	211.936	2296.679	1071.522	114.455	2217.778	1366.582	264.685	2144.339	1348.710	230.711	2096.795	1292.636	141.576	2139.705	1336.714	190.902	2219.252	1106.285	765.643	1763.376	1243.586	756.100	1765.581	1365.594	445.661	1712.971	953.400	484.755	1707.660	973.497	503.817	905.615	1192.580	538.865	872.935	1206.886	445.854	930.191	1421.447	405.426	887.765	987.734	755.435	133.272	1143.624	743.778	152.112	1091.897	480.666	27.142	1322.644	386.428	142.023	1477.469	380.050	155.043	1297.563	106.759	33.942
1177.777	470.519	2729.021	1370.098	680.728	2750.739	1135.458	811.795	2513.216	1136.415	570.301	2409.626	1128.426	469.402	2214.771	836.054	724.378	2478.967	1424.599	693.899	2468.831	1146.020	860.945	2208.906	633.006	426.393	2040.268	711.487	492.992	1936.129	1606.185	539.704	1960.062	0.000	0.000	0.000	991.914	265.008	2210.354	976.275	196.177	2190.596	1079.064	213.424	2297.172	1069.020	115.326	2218.163	1364.522	264.757	2144.408	1346.402	230.873	2096.844	1289.779	141.913	2140.161	1334.172	191.233	2219.458	1106.185	765.533	1763.505	1243.158	756.187	1765.158	1363.971	445.513	1712.955	951.725	485.694	1707.872	972.476	504.034	905.750	1191.513	539.248	873.098	1207.434	446.189	928.576	1420.046	403.555	887.722	987.610	755.373	133.333	1143.319	743.748	152.309	1092.151	480.652	26.924	1322.412	386.822	141.894	1476.933	379.992	155.211	1296.962	107.119	33.813
1176.111	471.627	2728.403	1368.886	681.434	2750.277	1134.549	813.353	2512.998	1134.770	571.686	2409.181	1126.204	470.897	2214.638	834.772	727.263	2478.411	1423.410	694.185	2468.450	1145.757	862.285	2208.125	631.184	428.878	2040.140	709.837	495.223	1935.897	1604.532	539.121	1959.769	0.000	0.000	0.000	988.832	266.450	2210.454	973.354	197.495	2190.271	1076.494	214.770	2297.383	1065.858	116.878	2218.586	1362.150	264.985	2144.466	1343.535	231.581	2096.660	1287.037	142.181	2140.408	1331.721	191.466	2219.608	1105.738	766.144	1763.315	1242.608	756.167	1764.738	1361.187	446.141	1712.546	950.124	486.705	1708.199	971.033	504.578	906.024	1190.052	539.049	873.001	1204.969	444.609	928.145	1418.777	401.542	887.901	987.239	755.469	133.239	1143.011	743.820	152.446	1092.241	480.713	26.818	1321.986	387.173	141.892	1476.341	379.916	155.323	1296.321	107.334	33.771
1174.163	472.968	2727.736	1367.781	681.996	2749.604	1133.671	815.081	2512.453	1133.391	572.874	2408.943	1124.428	472.111	2214.475	833.674	730.076	2478.022	1422.319	694.571	2468.185	1145.653	863.722	2207.539	629.070	431.950	2040.440	708.204	497.478	1935.954	1602.712	538.653	1959.513	0.000	0.000	0.000	992.332	270.961	2208.292	975.979	195.264	2192.102	1073.913	216.005	2297.431	1062.755	118.249	2219.075	1359.809	265.229	2144.436	1341.121	231.669	2097.170	1284.174	142.612	2140.962	1329.217	191.755	2219.873	1105.274	766.663	1762.928	1242.059	756.131	1764.408	1359.590	445.797	1712.545	948.689	487.486	1708.498	969.798	505.022	906.186	1188.617	539.106	873.070	1204.302	444.120	927.835	1417.264	399.619	887.508	986.973	755.478	133.319	1142.672	743.876	152.781	1092.245	480.712	26.720	1321.517	387.238	141.646	1475.736	379.755	155.605	1295.754	107.534	33.419
1172.635	473.996	2726.945	1366.656	682.702	2749.231	1133.147	816.617	2512.281	1131.567	574.436	2408.872	1122.382	473.595	2214.271	832.881	732.769	2477.516	1421.061	694.892	2467.754	1145.380	865.240	2206.702	627.625	434.795	2040.143	706.703	499.553	1935.821	1600.967	538.107	1959.241	0.000	0.000	0.000	991.918	273.063	2208.440	973.890	196.508	2192.214	1071.505	217.475	2297.678	1060.650	119.148	2219.194	1357.580	265.484	2144.468	1338.811	231.884	2097.268	1281.339	143.138	2141.364	1326.716	191.931	2220.124	1104.746	767.382	1762.504	1241.740	756.261	1764.053	1358.107	445.412	1712.656	947.368	488.265	1708.593	968.296	505.728	906.500	1187.816	539.740	873.681	1206.176	444.689	926.418	1415.967	397.220	887.524	986.672	755.640	133.216	1142.296	743.974	153.000	1092.357	480.741	26.641	1321.132	387.406	141.566	1474.819	380.064	155.833	1295.365	107.812	33.040
1170.628	475.151	2726.520	1365.607	683.274	2748.855	1132.776	818.202	2511.901	1129.736	576.044	2408.544	1120.354	475.126	2214.037	831.389	735.735	2477.074	1419.823	695.132	2467.310	1145.123	866.697	2206.292	625.955	437.360	2040.140	705.124	501.752	1935.746	1599.149	537.654	1958.997	0.000	0.000	0.000	989.580	274.584	2208.552	971.155	198.185	2192.529	1068.958	218.896	2298.060	1056.824	121.143	2219.225	1355.291	265.700	2144.551	1336.993	231.727	2097.866	1278.589	143.464	2141.648	1324.111	192.333	2220.328	1104.394	767.918	1762.347	1245.525	754.623	1762.656	1356.931	444.812	1712.933	945.569	489.351	1708.617	967.221	506.174	906.646	1186.901	540.407	874.082	1204.591	443.455	926.695	1414.742	394.340	887.982	986.375	755.648	133.316	1141.816	743.956	153.150	1092.469	480.782	26.660	1320.713	387.486	141.500	1474.300	379.666	156.327	1295.091	107.986	32.714
1168.951	476.490	2725.542	1364.429	683.988	2748.121	1132.096	819.764	2511.671	1128.349	577.458	2408.357	1118.396	476.616	2213.774	830.273	738.498	2476.757	1418.619	695.571	2467.319	1144.773	868.138	2206.036	623.770	439.921	2040.177	703.427	504.071	1935.505	1597.345	537.152	1958.717	0.000	0.000	0.000	985.094	275.389	2208.819	968.658	199.579	2192.740	1066.230	220.316	2298.183	1054.058	122.404	2219.876	1353.144	265.891	2144.890	1334.821	231.736	2098.045	1275.812	143.860	2142.260	1321.729	192.584	2220.741	1103.970	768.421	1762.199	1250.938	752.279	1760.829	1355.190	444.661	1713.000	943.725	490.640	1708.694	966.233	506.613	906.848	1185.405	540.491	874.160	1201.826	441.229	927.776	1413.149	391.783	887.861	986.159	755.842	133.132	1141.640	744.180	153.379	1092.509	480.948	26.567	1320.330	387.572	141.498	1473.583	379.489	156.749	1294.893	108.045	32.387
1167.002	477.796	2724.856	1363.430	684.556	2747.906	1130.817	821.144	2511.346	1126.696	578.976	2408.090	1116.436	477.925	2213.719	829.356	741.261	2476.417	1417.456	695.828	2466.957	1144.270	869.431	2205.616	621.866	442.597	2039.894	702.002	506.270	1935.444	1595.517	536.723	1958.480	0.000	0.000	0.000	984.501	277.491	2208.589	965.848	201.451	2192.057	1063.383	221.616	2298.102	1051.718	123.285	2220.246	1350.703	266.277	2145.087	1332.471	232.087	2098.258	1272.938	144.288	2142.685	1319.201	192.735	2221.165	1103.543	768.986	1762.006	1255.498	750.290	1759.183	1353.370	444.647	1713.250	942.201	491.638	1709.069	964.924	507.253	907.102	1184.228	541.019	874.597	1202.375	440.444	927.367	1411.703	388.644	888.336	985.908	755.878	133.179	1141.080	744.284	153.569	1092.544	481.042	26.472	1319.812	387.408	141.598	1473.516	378.545	157.414	1294.570	108.109	32.349
1165.211	479.081	2724.280	1362.390	685.092	2747.445	1129.954	823.412	2511.398	1124.967	580.575	2407.602	1114.465	479.327	2213.560	828.097	744.310	2475.709	1416.287	696.196	2466.789	1143.960	870.752	2205.116	620.605	445.332	2039.821	700.509	508.548	1935.461	1593.691	536.321	1958.139	0.000	0.000	0.000	984.005	279.681	2208.712	963.128	202.920	2192.549	1060.780	223.169	2298.489	1049.175	124.457	2220.731	1348.320	266.710	2145.170	1330.007	232.446	2098.487	1270.230	144.700	2143.106	1316.667	193.039	2221.423	1103.201	769.749	1761.665	1256.730	749.720	1758.331	1351.971	444.319	1713.470	940.850	492.586	1709.403	963.194	508.165	907.431	1182.450	541.029	874.480	1200.221	438.244	927.980	1410.211	385.374	888.633	985.236	756.109	133.217	1140.566	744.427	153.741	1092.661	481.165	26.497	1319.168	387.174	141.871	1473.009	378.076	157.974	1294.300	108.133	32.284
1163.737	480.092	2723.651	1361.181	685.964	2746.660	1129.921	825.183	2511.250	1123.188	582.206	2407.238	1112.396	480.953	2213.234	827.310	746.959	2475.581	1415.244	696.469	2466.545	1143.682	871.972	2204.867	618.829	447.994	2039.752	698.985	510.781	1935.408	1591.929	535.793	1958.107	0.000	0.000	0.000	979.477	280.511	2209.029	960.635	204.625	2192.619	1058.075	224.667	2298.658	1045.993	125.945	2221.260	1346.458	266.691	2145.540	1327.810	232.601	2098.586	1267.379	145.206	2143.463	1314.146	193.473	2221.813	1102.834	770.411	1761.479	1252.153	751.630	1758.885	1350.168	444.348	1713.509	939.432	493.557	1709.614	961.409	509.031	907.839	1180.626	540.830	874.434	1201.017	437.152	927.343	1408.744	382.012	888.890	985.050	756.351	133.090	1140.246	744.584	154.032	1092.701	481.393	26.388	1318.584	387.019	142.156	1472.478	377.627	158.663	1293.852	108.189	32.129
1162.192	481.165	2723.348	1360.060	686.529	2746.268	1129.351	826.693	2510.879	1121.751	583.637	2406.964	1110.348	482.376	2212.870	826.407	749.765	2475.202	1416.851	694.252	2466.412	1143.683	873.538	2204.476	616.554	450.916	2039.928	697.173	513.138	1935.184	1590.054	535.402	1957.779	0.000	0.000	0.000	975.108	281.171	2209.408	958.010	206.382	2192.703	1057.382	227.026	2297.030	1043.432	127.322	2220.859	1344.338	266.878	2145.598	1325.734	232.796	2098.819	1264.546	145.699	2143.936	1311.572	193.795	2222.206	1102.496	770.827	1761.487	1239.290	757.083	1761.457	1348.630	444.235	1713.701	937.820	494.728	1709.719	960.020	509.567	908.072	1179.500	541.588	874.992	1196.202	432.875	928.931	1407.301	378.270	889.469	984.771	756.508	133.090	1143.121	748.864	157.943	1092.800	481.476	26.407	1317.844	386.594	142.586	1471.925	377.027	159.442	1293.502	108.195	31.994
1160.417	482.536	2722.312	1358.867	687.139	2745.698	1128.583	828.205	2510.579	1120.357	584.927	2406.685	1108.632	483.684	2212.564	825.286	752.743	2474.761	1415.495	694.747	2466.395	1143.475	875.291	2204.046	614.903	453.526	2039.997	695.522	515.546	1935.032	1588.144	535.090	1957.516	0.000	0.000	0.000	974.346	283.235	2209.640	955.865	207.542	2192.688	1054.861	228.313	2297.330	1040.589	128.715	2221.205	1343.121	266.425	2146.094	1323.407	233.148	2098.924	1261.845	146.165	2144.518	1309.106	194.051	2222.436	1102.227	771.574	1761.247	1229.215	761.477	1763.437	1347.231	444.124	1714.072	936.091	496.118	1710.155	956.982	512.703	908.363	1178.221	542.167	875.583	1193.518	429.607	929.428	1405.781	374.446	889.794	984.341	756.652	133.064	1142.657	749.029	158.284	1092.956	481.556	26.329	1317.184	386.272	143.025	1471.133	376.425	160.496	1293.225	108.028	31.841
1158.498	483.917	2721.707	1357.636	687.962	2745.004	1127.657	829.488	2510.107	1118.590	586.586	2406.335	1106.600	485.278	2212.327	824.487	755.404	2474.332	1414.536	694.865	2466.097	1143.131	876.734	2203.479	613.414	456.346	2040.119	694.355	517.564	1935.029	1586.359	534.764	1957.248	0.000	0.000	0.000	972.902	285.132	2209.237	953.505	209.045	2192.789	1052.347	229.871	2297.709	1037.390	130.310	2221.410	1341.423	266.310	2146.554	1320.564	233.838	2099.134	1259.098	146.605	2144.824	1306.676	194.445	2222.820	1102.168	772.540	1760.898	1221.568	764.950	1764.899	1346.011	443.823	1714.474	934.568	497.453	1710.495	956.691	510.898	908.394	1177.361	543.107	876.336	1190.425	425.652	930.672	1404.328	370.286	890.119	984.142	756.848	132.943	1142.132	749.314	158.522	1092.735	482.030	26.077	1316.399	385.788	143.498	1470.498	375.627	161.593	1292.993	107.904	31.667
1157.097	485.005	2721.142	1356.644	688.528	2744.598	1127.395	831.098	2510.154	1116.926	588.300	2406.047	1104.584	486.868	2211.977	823.754	758.062	2473.931	1413.416	695.172	2465.946	1142.942	878.134	2203.132	611.547	459.244	2040.163	692.519	520.135	1935.084	1584.498	534.463	1957.000	0.000	0.000	0.000	969.163	286.347	2209.365	950.777	210.843	2193.029	1049.570	231.299	2297.570	1035.051	131.391	2221.486	1339.041	266.793	2146.633	1318.276	234.157	2099.345	1256.223	147.120	2145.315	1304.038	194.939	2223.039	1101.799	773.432	1760.501	1215.989	767.644	1765.913	1344.853	443.560	1714.924	933.326	498.494	1710.830	954.553	511.965	908.758	1176.501	543.959	876.987	1190.419	422.697	930.950	1402.873	366.130	890.981	984.115	757.307	132.540	1141.917	749.758	159.171	1092.977	482.078	26.024	1315.655	385.211	144.072	1469.435	375.297	162.421	1292.621	107.701	31.596
1155.411	486.157	2720.614	1355.444	689.125	2743.919	1126.868	832.579	2509.859	1115.268	589.825	2405.674	1102.670	488.265	2211.754	822.560	761.026	2473.185	1412.208	695.635	2465.630	1142.645	879.585	2202.516	609.561	461.935	2040.028	691.041	522.426	1934.943	1582.547	534.366	1956.677	0.000	0.000	0.000	968.038	288.178	2209.099	948.873	212.021	2193.112	1047.251	232.553	2297.683	1032.055	132.754	2221.728	1336.988	266.930	2146.844	1315.886	234.559	2099.452	1253.361	147.696	2145.685	1301.563	195.378	2223.300	1101.578	774.322	1760.206	1212.118	769.697	1766.552	1343.308	443.864	1715.114	931.940	499.647	1711.116	952.612	512.832	908.952	1175.224	544.273	877.273	1187.960	418.758	931.876	1401.121	361.842	891.374	983.378	757.563	132.636	1141.367	749.900	159.341	1092.979	482.166	26.013	1314.681	384.513	145.179	1468.645	374.370	163.777	1292.197	107.472	31.590
1153.436	487.509	2719.885	1354.316	689.784	2743.290	1126.164	833.915	2509.597	1113.934	591.324	2405.293	1100.788	489.608	2211.292	821.812	763.814	2472.651	1411.277	695.732	2465.555	1142.384	881.011	2202.026	607.995	464.275	2039.955	689.537	524.603	1934.939	1580.744	533.966	1956.460	0.000	0.000	0.000	966.139	289.796	2209.347	946.385	213.670	2193.275	1044.364	233.847	2298.100	1029.125	134.280	2222.001	1334.938	267.050	2147.308	1313.578	234.748	2099.585	1250.510	148.277	2146.080	1299.026	195.843	2223.502	1101.282	775.289	1759.914	1209.595	771.249	1766.887	1341.582	444.319	1715.359	930.492	500.964	1711.300	950.620	513.676	909.270	1173.111	543.600	876.929	1185.580	414.402	932.942	1399.618	357.075	892.795	982.821	757.712	132.695	1140.692	750.005	159.454	1092.752	482.393	26.028	1313.673	383.658	146.157	1468.378	372.786	165.673	1291.706	107.263	31.520
1151.374	489.001	2719.225	1352.974	690.561	2742.736	1126.704	835.953	2510.269	1112.312	592.853	2404.793	1098.509	491.210	2211.075	821.066	766.230	2472.235	1410.223	696.057	2465.395	1142.520	882.752	2201.664	606.143	467.081	2039.897	688.156	526.703	1934.908	1578.907	533.760	1956.148	0.000	0.000	0.000	962.949	291.116	2209.415	943.676	215.400	2193.373	1041.768	235.532	2298.334	1026.595	135.523	2222.154	1332.637	267.474	2147.334	1310.965	235.305	2099.632	1247.469	148.926	2146.465	1296.571	196.207	2223.605	1100.930	776.668	1759.317	1208.061	772.441	1766.990	1339.913	444.985	1715.655	928.706	502.514	1711.242	948.491	514.478	909.477	1169.743	541.490	875.692	1184.687	410.540	934.085	1398.094	352.303	893.717	982.209	757.838	132.590	1139.746	748.742	158.404	1092.740	482.534	25.940	1312.939	382.977	147.598	1467.443	371.730	167.269	1291.266	106.939	31.564
1149.563	490.131	2718.496	1351.558	691.383	2742.003	1125.919	837.773	2509.742	1110.859	594.339	2404.547	1096.668	492.864	2210.620	819.872	769.230	2471.600	1408.916	696.375	2464.983	1142.653	884.605	2201.157	604.746	469.956	2040.115	686.656	528.918	1934.731	1577.084	533.573	1955.964	0.000	0.000	0.000	960.139	292.412	2209.482	941.062	217.074	2193.444	1038.776	236.667	2298.471	1023.972	136.828	2222.336	1330.155	267.908	2147.257	1308.362	235.794	2099.703	1244.617	149.490	2146.810	1294.000	196.678	2223.683	1100.603	777.699	1758.962	1207.155	773.411	1766.932	1338.372	445.575	1716.096	927.233	503.958	1711.552	946.836	515.035	909.488	1167.725	541.336	876.868	1184.084	406.746	934.767	1396.411	347.353	894.701	981.857	758.092	132.314	1141.385	749.751	157.780	1092.799	482.586	25.978	1311.590	381.766	149.030	1465.951	371.003	169.251	1290.815	106.707	31.508
1148.178	491.133	2717.818	1350.198	692.128	2741.438	1125.027	839.014	2509.559	1109.307	595.902	2404.291	1094.836	494.219	2210.353	819.292	771.828	2471.250	1407.677	696.902	2464.956	1142.402	886.267	2200.914	602.804	472.724	2039.762	685.047	531.319	1934.537	1575.158	533.307	1955.561	0.000	0.000	0.000	958.240	294.039	2209.859	939.522	218.171	2193.457	1036.833	237.963	2298.545	1021.321	138.266	2222.789	1327.864	268.198	2147.358	1305.885	236.220	2099.718	1241.681	149.567	2146.509	1291.514	197.189	2223.864	1100.283	778.561	1758.800	1206.518	774.299	1766.786	1337.075	446.117	1716.801	926.117	505.158	1711.768	944.676	515.969	909.514	1166.762	541.782	876.320	1184.366	403.285	935.493	1394.764	342.057	896.264	981.605	758.309	132.159	1139.442	748.656	157.426	1092.852	482.603	26.097	1310.670	380.675	150.603	1465.119	369.616	171.227	1290.313	106.438	31.467
1146.371	492.313	2717.135	1349.186	692.531	2741.137	1124.294	840.039	2509.581	1108.013	597.355	2404.057	1093.132	495.736	2210.120	818.572	774.360	2470.909	1406.661	697.126	2464.782	1142.102	887.982	2200.881	600.729	475.431	2039.966	683.626	533.471	1934.585	1573.480	533.045	1955.435	0.000	0.000	0.000	956.947	296.118	2210.077	936.441	220.151	2193.672	1034.070	239.452	2299.132	1018.636	139.668	2223.121	1325.679	268.477	2147.221	1303.446	236.637	2099.762	1238.806	150.194	2146.795	1288.970	197.538	2223.768	1100.015	779.764	1758.496	1205.854	775.307	1766.687	1335.321	447.129	1717.132	924.887	506.454	1712.134	941.898	517.258	909.817	1164.180	540.493	875.898	1182.701	398.427	937.377	1393.262	336.606	897.986	981.301	758.471	132.063	1137.498	747.705	157.112	1092.897	482.529	26.151	1309.256	379.180	152.610	1464.438	367.665	174.218	1289.928	106.158	31.400
1144.213	493.682	2716.153	1348.126	692.992	2740.726	1123.678	841.735	2509.522	1106.288	599.021	2403.848	1091.229	497.617	2209.884	817.508	777.131	2470.450	1405.658	697.410	2464.632	1141.872	889.558	2200.757	599.342	477.638	2039.622	682.237	535.633	1934.391	1571.759	532.928	1955.148	0.000	0.000	0.000	953.104	297.303	2210.387	930.359	224.292	2191.336	1030.958	240.791	2299.629	1016.046	140.896	2223.274	1323.202	268.882	2147.206	1300.896	237.087	2099.675	1235.892	150.871	2147.009	1286.436	198.030	2223.740	1099.616	780.989	1758.032	1205.524	776.332	1766.327	1333.798	448.056	1717.659	923.408	507.991	1712.364	939.932	517.989	909.966	1161.806	538.984	876.221	1180.207	393.020	939.481	1391.802	330.889	899.876	980.816	758.569	132.127	1135.809	746.944	156.703	1092.657	482.657	26.045	1307.861	377.377	155.059	1462.959	366.627	176.520	1289.473	105.865	31.450
1142.432	494.919	2716.037	1346.960	693.568	2740.429	1122.930	843.189	2509.392	1104.765	600.759	2403.611	1089.211	499.350	2209.315	816.511	779.857	2470.141	1404.858	697.570	2464.726	1141.621	891.280	2200.745	597.771	480.436	2039.692	680.938	537.595	1934.279	1569.954	532.605	1954.938	0.000	0.000	0.000	951.184	298.761	2210.449	928.073	225.765	2191.248	1028.458	241.983	2299.714	1013.418	142.190	2223.802	1320.969	269.235	2147.117	1298.095	237.703	2099.486	1232.833	151.762	2147.131	1283.875	198.688	2223.660	1099.330	782.268	1757.865	1205.871	777.205	1765.740	1332.622	448.844	1718.272	921.935	509.738	1712.411	937.314	519.232	910.387	1159.827	537.989	876.239	1174.900	385.873	942.539	1390.185	325.075	902.126	980.437	758.816	132.189	1134.298	746.134	156.605	1092.503	482.733	26.016	1306.965	376.106	157.900	1461.623	364.951	179.425	1288.921	105.563	31.548
