NO_OF_FRAMES	558
NO_OF_CAMERAS	11
NO_OF_MARKERS	34
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-30, 09:50:46.772	1691.57365920
DATA_INCLUDED	3D
MARKER_NAMES	HR	HL	C7	MS	PX	AR	AL	T7	ELR	EMR	ELL	EML	PMR	PLR	DMR	DLR	PLL	PML	DML	DLL	SIPSR	SIPSL	SIASL	SIASR	CLR	CMR	CML	CLL	MLR	MMR	FAR	MML	MLL	FAL
HR X	HR Y	HR Z	HL X	HL Y	HL Z	C7 X	C7 Y	C7 Z	MS X	MS Y	MS Z	PX X	PX Y	PX Z	AR X	AR Y	AR Z	AL X	AL Y	AL Z	T7 X	T7 Y	T7 Z	ELR X	ELR Y	ELR Z	EMR X	EMR Y	EMR Z	ELL X	ELL Y	ELL Z	EML X	EML Y	EML Z	PMR X	PMR Y	PMR Z	PLR X	PLR Y	PLR Z	DMR X	DMR Y	DMR Z	DLR X	DLR Y	DLR Z	PLL X	PLL Y	PLL Z	PML X	PML Y	PML Z	DML X	DML Y	DML Z	DLL X	DLL Y	DLL Z	SIPSR X	SIPSR Y	SIPSR Z	SIPSL X	SIPSL Y	SIPSL Z	SIASL X	SIASL Y	SIASL Z	SIASR X	SIASR Y	SIASR Z	CLR X	CLR Y	CLR Z	CMR X	CMR Y	CMR Z	CML X	CML Y	CML Z	CLL X	CLL Y	CLL Z	MLR X	MLR Y	MLR Z	MMR X	MMR Y	MMR Z	FAR X	FAR Y	FAR Z	MML X	MML Y	MML Z	MLL X	MLL Y	MLL Z	FAL X	FAL Y	FAL Z	
1171.313	359.963	2552.578	1337.303	590.020	2591.099	1132.689	712.565	2379.877	1145.904	510.093	2208.819	1163.743	499.552	1981.109	859.448	640.188	2301.052	1397.704	595.023	2373.564	1201.156	872.643	2140.556	577.049	461.667	1876.747	602.490	569.927	1789.267	1863.398	504.591	2182.235	1832.555	579.390	2054.726	877.243	237.727	1619.289	832.960	179.820	1617.143	970.308	166.936	1576.965	871.023	92.993	1564.431	1862.076	133.742	1907.779	1922.459	127.020	1917.695	1955.067	38.427	1816.485	1858.192	31.312	1811.658	1312.678	972.861	1665.553	1451.870	955.412	1688.327	1532.556	660.475	1644.090	1152.149	714.150	1547.825	1013.436	521.941	898.118	1218.072	469.030	832.109	1257.973	261.051	1270.675	1454.575	178.172	1191.559	988.506	761.829	138.979	1136.603	721.025	150.960	1073.999	475.299	26.141	1080.761	145.421	560.654	1228.383	163.736	514.579	993.865	-62.473	378.895
1173.629	358.966	2550.296	1338.946	589.382	2588.593	1134.772	711.265	2377.047	1148.755	508.773	2206.186	1167.006	498.308	1978.730	861.598	638.442	2298.042	1399.698	594.092	2371.649	1203.003	871.681	2138.283	578.121	460.558	1874.439	602.850	569.337	1787.746	1866.066	502.215	2183.534	1835.988	577.693	2055.940	873.712	236.137	1610.169	828.427	179.112	1608.469	964.749	166.248	1564.896	867.059	91.174	1554.615	1874.021	132.673	1904.570	1932.992	126.703	1916.507	1969.737	39.425	1815.352	1871.311	32.262	1806.524	1314.273	973.141	1662.864	1458.538	954.087	1685.447	1537.516	659.751	1641.753	1155.337	713.545	1544.352	1016.294	520.676	896.653	1219.738	467.643	830.463	1260.858	265.629	1259.799	1457.649	181.632	1184.030	988.910	761.561	138.909	1136.953	720.964	150.538	1074.181	475.160	25.996	1089.475	144.159	548.931	1236.858	161.719	504.234	1003.510	-65.234	369.315
1175.356	357.991	2547.609	1340.775	588.637	2585.917	1134.582	708.694	2373.419	1151.549	507.288	2203.796	1170.008	497.184	1976.209	863.982	636.653	2294.902	1401.381	592.979	2369.151	1204.737	870.592	2135.515	579.101	459.548	1872.292	602.909	568.471	1785.816	1868.465	499.783	2184.227	1839.629	576.050	2057.169	868.745	235.815	1600.925	820.773	180.789	1599.021	959.923	165.044	1553.825	860.658	91.219	1544.347	1884.494	133.302	1901.025	1944.238	126.092	1915.389	1984.523	40.509	1814.680	1886.630	33.232	1801.466	1316.210	973.165	1660.988	1463.895	953.351	1683.044	1540.163	661.058	1639.230	1158.812	713.013	1541.520	1017.994	518.890	895.310	1221.483	466.279	829.260	1263.094	269.480	1251.497	1460.568	184.990	1176.556	989.095	761.496	138.851	1137.353	720.906	150.154	1074.260	475.101	26.050	1098.423	142.858	537.331	1246.473	158.778	494.186	1012.860	-67.635	359.696
1177.464	356.972	2545.048	1342.930	587.668	2583.477	1138.115	708.664	2370.718	1153.262	506.227	2200.323	1172.854	496.265	1973.278	866.231	634.826	2291.763	1403.387	591.988	2367.040	1206.824	869.531	2133.240	580.030	458.732	1869.867	602.937	567.548	1783.843	1870.714	497.329	2184.999	1843.267	574.467	2058.419	863.443	235.773	1591.336	818.262	178.748	1590.711	954.608	164.360	1542.743	854.589	91.178	1534.892	1896.100	132.723	1898.127	1954.867	125.860	1914.256	1999.047	41.832	1813.956	1902.210	34.460	1796.627	1318.178	972.737	1659.490	1452.281	958.911	1683.182	1544.577	661.605	1637.069	1161.734	712.649	1539.444	1021.010	517.909	893.874	1223.096	465.151	827.506	1265.833	273.358	1243.091	1463.753	188.157	1169.349	989.339	761.305	138.796	1137.804	720.667	149.790	1074.289	475.297	25.778	1107.852	141.863	526.450	1257.171	155.241	484.707	1023.003	-70.239	350.035
1179.485	356.236	2542.558	1344.706	587.106	2580.832	1140.528	707.653	2368.325	1156.158	504.742	2197.658	1175.745	495.189	1970.254	868.514	633.065	2288.914	1405.462	591.411	2365.067	1208.640	868.657	2130.315	580.769	457.869	1867.565	603.450	567.089	1782.288	1872.833	494.775	2185.821	1846.890	572.957	2060.046	859.072	235.029	1582.327	812.993	178.568	1582.259	947.949	164.277	1531.240	847.373	91.341	1525.061	1907.642	132.560	1895.320	1966.079	125.228	1913.677	2012.788	44.325	1813.005	1915.244	38.013	1790.854	1320.287	972.627	1657.621	1450.902	961.377	1681.235	1554.779	661.795	1637.025	1164.527	712.081	1536.901	1023.246	516.677	893.027	1224.801	464.016	826.190	1269.282	277.386	1234.589	1467.049	191.309	1162.431	989.729	761.179	138.743	1138.151	720.665	149.482	1074.423	475.339	25.416	1117.723	140.635	515.322	1267.354	152.123	474.951	1032.937	-73.011	340.944
1181.683	355.392	2540.536	1346.603	586.386	2578.138	1141.657	705.235	2365.240	1159.006	503.410	2195.437	1178.997	494.005	1967.739	870.884	631.126	2285.720	1407.424	590.218	2362.711	1210.647	867.651	2128.127	581.853	456.871	1865.313	604.394	566.674	1780.687	1875.227	492.510	2186.466	1850.450	571.353	2060.998	855.085	233.817	1573.872	808.227	178.194	1573.855	942.036	163.914	1520.426	840.596	91.646	1515.761	1918.282	133.333	1892.351	1976.785	125.084	1913.065	2027.055	45.632	1813.002	1930.692	39.704	1786.561	1321.793	972.446	1654.807	1464.613	957.918	1678.897	1544.825	665.154	1631.964	1167.996	711.666	1534.003	1025.155	515.483	892.065	1226.670	462.714	824.786	1271.195	281.492	1225.223	1470.453	194.496	1155.184	989.875	761.122	138.753	1138.519	720.755	149.135	1074.355	475.434	25.336	1127.514	139.062	504.629	1277.562	149.139	465.660	1043.354	-75.769	332.250
1184.017	354.238	2537.937	1348.676	585.554	2575.854	1143.177	703.696	2362.450	1161.700	501.952	2192.741	1182.336	492.865	1965.310	873.305	629.428	2282.578	1409.521	589.245	2360.554	1212.656	866.826	2125.403	583.282	455.608	1863.480	604.900	566.385	1779.413	1878.096	490.103	2186.838	1853.894	569.593	2061.675	849.468	234.175	1564.706	805.194	176.444	1566.700	935.735	163.788	1509.534	834.464	91.639	1506.444	1930.334	132.847	1890.129	1986.673	125.930	1911.967	2040.896	47.182	1812.648	1945.659	42.057	1782.203	1323.884	972.309	1652.695	1455.342	961.956	1678.307	1546.961	665.965	1630.039	1167.196	710.324	1531.172	1027.134	514.424	890.967	1228.504	461.457	823.430	1275.271	285.924	1215.443	1474.190	197.333	1148.802	989.992	761.122	138.724	1138.887	720.646	148.745	1074.583	475.321	25.276	1138.021	137.467	494.044	1287.745	146.136	456.383	1054.004	-78.715	323.577
1186.201	353.196	2534.967	1351.027	584.543	2573.338	1146.822	703.874	2359.883	1164.090	500.728	2189.067	1185.186	491.936	1962.225	875.720	627.537	2279.357	1411.897	588.489	2358.707	1214.819	865.624	2122.490	583.990	455.007	1860.917	605.766	566.305	1777.945	1880.266	487.702	2187.782	1857.627	568.064	2062.668	843.664	234.559	1555.643	800.010	176.553	1559.006	929.030	164.001	1498.584	827.639	91.969	1497.572	1941.684	133.177	1887.816	1996.726	126.638	1911.170	2055.304	49.145	1813.442	1961.077	44.186	1778.650	1326.231	972.104	1651.066	1455.206	962.972	1676.223	1551.703	666.025	1627.331	1169.639	709.933	1529.199	1029.041	513.222	889.872	1230.394	460.169	822.170	1278.322	289.736	1206.806	1477.929	200.066	1142.426	990.267	760.957	138.710	1139.135	720.757	148.468	1074.546	475.327	25.226	1148.738	135.901	483.382	1299.123	142.463	448.044	1065.327	-81.963	315.118
1188.797	352.223	2532.898	1352.912	583.914	2570.390	1149.462	702.593	2357.197	1166.968	499.483	2186.799	1188.130	490.757	1959.066	878.277	625.709	2276.591	1413.859	587.375	2356.064	1216.926	864.825	2120.366	584.971	454.106	1858.726	604.874	564.624	1776.329	1882.795	485.298	2188.232	1861.274	566.586	2063.611	838.812	234.312	1547.638	791.885	178.699	1549.927	922.955	163.861	1488.280	820.833	92.670	1488.456	1952.217	134.467	1885.301	2004.506	130.097	1908.546	2068.923	50.894	1813.289	1976.303	46.703	1774.948	1328.468	972.109	1649.193	1459.456	963.094	1673.720	1557.989	665.417	1624.899	1173.119	709.476	1526.607	1031.405	512.317	888.676	1232.218	458.980	821.002	1281.868	293.706	1197.853	1482.021	202.605	1135.864	990.539	760.913	138.530	1139.558	720.681	148.095	1074.494	475.355	25.135	1159.888	134.519	473.066	1310.008	139.207	439.406	1076.725	-85.247	307.129
1191.218	351.321	2530.879	1355.180	583.015	2568.087	1148.980	699.344	2353.669	1170.073	498.079	2184.576	1191.616	489.430	1956.645	880.700	623.877	2273.503	1416.236	586.327	2353.808	1219.139	863.974	2118.260	586.037	453.256	1856.524	604.937	563.875	1774.488	1885.442	483.009	2188.714	1864.933	564.972	2064.520	834.188	233.812	1539.466	788.999	177.283	1543.046	916.123	164.285	1477.700	813.987	93.125	1479.699	1962.476	136.012	1882.929	2015.297	131.372	1906.968	2082.825	52.862	1814.567	1992.108	48.505	1772.767	1330.880	972.091	1647.201	1463.342	964.451	1671.870	1556.947	667.419	1621.998	1176.220	709.400	1523.731	1032.932	510.965	887.937	1233.470	458.080	819.346	1285.456	297.762	1189.597	1485.555	205.272	1129.572	991.014	760.729	138.492	1140.611	719.859	147.997	1074.593	475.158	25.213	1171.033	132.509	462.378	1321.612	135.969	431.012	1088.328	-88.600	299.384
1193.419	350.534	2528.283	1357.325	582.161	2565.678	1153.533	699.835	2351.320	1172.843	496.764	2181.235	1194.863	488.387	1954.152	883.343	622.070	2270.576	1418.724	585.212	2352.006	1221.631	863.101	2115.164	587.428	452.257	1854.238	605.573	563.536	1773.366	1888.100	480.763	2188.840	1868.548	563.348	2065.328	829.058	233.826	1531.644	781.033	179.387	1534.381	909.839	164.271	1468.010	807.144	93.687	1471.141	1972.993	137.396	1880.372	2026.102	131.748	1906.950	2096.223	55.148	1815.079	2007.593	51.112	1770.000	1333.030	972.321	1644.755	1463.652	961.090	1670.483	1563.406	666.509	1620.870	1179.287	709.172	1520.705	1034.965	509.707	886.995	1236.155	457.363	818.326	1288.902	301.318	1181.271	1489.809	207.738	1123.591	991.218	760.635	138.560	1141.073	719.768	147.475	1074.677	475.133	25.144	1182.380	130.406	451.997	1333.136	132.738	422.773	1100.519	-92.144	291.827
1195.737	349.370	2525.274	1359.595	581.288	2563.048	1156.482	698.659	2348.968	1175.463	495.404	2178.654	1197.971	487.498	1951.407	885.861	620.246	2267.937	1421.086	584.213	2349.925	1224.002	862.197	2112.986	588.299	451.582	1852.181	606.485	563.544	1772.117	1890.867	478.549	2189.244	1872.347	561.920	2066.184	822.716	234.816	1523.165	776.776	178.841	1527.632	902.671	165.000	1458.151	799.414	94.807	1462.979	1984.723	137.565	1878.981	2035.139	133.302	1904.990	2109.967	57.481	1816.321	2023.010	53.306	1768.323	1335.485	971.946	1642.826	1466.236	961.097	1668.608	1564.574	667.763	1617.548	1183.201	708.386	1518.395	1036.180	508.313	886.326	1240.154	456.902	817.196	1292.740	305.622	1172.898	1494.405	210.173	1117.604	991.674	760.447	138.616	1141.518	719.768	147.135	1074.568	475.344	24.906	1194.764	129.210	442.857	1345.374	129.151	415.214	1112.784	-96.071	284.649
1198.398	348.257	2523.378	1362.225	580.169	2560.803	1157.039	696.126	2346.094	1178.561	494.162	2176.428	1201.109	486.232	1948.450	888.533	618.395	2264.683	1423.346	583.411	2347.616	1226.191	861.335	2110.871	589.249	451.014	1849.844	607.175	563.435	1770.822	1893.676	476.355	2189.515	1876.341	560.565	2067.661	816.327	235.951	1514.771	771.418	179.171	1520.721	895.275	165.583	1448.614	790.920	96.324	1454.563	1995.558	138.297	1877.714	2039.735	133.845	1906.976	2122.984	59.753	1817.259	2037.991	56.278	1765.814	1337.960	971.694	1641.159	1469.026	961.890	1667.162	1567.772	667.918	1615.587	1186.109	708.045	1516.515	1038.598	507.230	885.303	1244.248	456.344	817.041	1295.976	309.347	1163.592	1499.218	212.344	1111.809	991.950	760.404	138.428	1141.122	720.741	146.253	1074.795	475.067	25.546	1206.857	127.132	433.718	1357.940	125.586	407.841	1125.882	-100.371	277.963
1201.372	347.177	2521.374	1364.825	579.115	2558.589	1161.221	696.384	2343.417	1181.722	493.013	2173.684	1204.283	485.193	1945.929	891.125	616.582	2261.809	1425.929	582.494	2345.628	1228.680	860.527	2108.212	590.468	450.162	1848.071	607.959	563.195	1769.788	1896.600	474.173	2189.756	1879.825	558.912	2067.758	810.621	236.461	1507.350	765.081	180.104	1513.467	887.306	167.083	1439.219	783.377	97.404	1446.665	2006.919	139.900	1876.163	2057.202	133.782	1907.245	2136.771	62.406	1818.997	2053.064	59.312	1764.447	1340.741	971.991	1638.957	1470.266	962.356	1664.457	1571.056	668.149	1613.463	1189.517	707.819	1513.765	1038.954	505.372	884.787	1239.789	452.975	815.111	1299.837	312.942	1154.777	1504.231	214.343	1106.069	992.043	760.270	138.477	1141.511	720.789	145.803	1074.861	475.121	25.274	1218.782	124.731	423.839	1369.670	122.746	399.918	1138.979	-104.349	271.168
1203.968	346.265	2518.871	1367.047	578.398	2555.832	1163.588	695.012	2340.702	1184.613	491.606	2170.984	1207.908	483.983	1943.445	893.856	614.611	2258.848	1428.873	581.388	2343.756	1231.160	859.752	2105.796	591.595	449.518	1845.841	608.133	562.567	1768.444	1899.535	472.253	2189.879	1883.368	557.540	2068.366	804.695	237.148	1500.118	759.638	180.587	1506.687	879.307	168.553	1429.327	777.111	98.100	1439.519	2017.591	141.096	1875.253	2066.249	135.242	1907.821	2149.467	64.725	1820.081	2068.224	62.636	1763.223	1343.248	971.638	1637.345	1473.471	961.416	1662.993	1577.403	667.482	1610.794	1192.563	707.481	1511.181	1041.055	504.306	883.885	1241.490	451.812	814.186	1304.273	316.395	1146.395	1509.463	216.555	1100.284	992.615	760.146	138.393	1141.858	720.701	145.541	1075.326	475.087	24.697	1231.932	123.223	414.754	1382.495	119.295	393.054	1152.598	-108.447	264.412
1205.884	345.460	2516.010	1369.455	577.623	2553.675	1166.596	693.620	2338.506	1187.444	490.326	2168.126	1211.371	482.977	1940.884	896.662	612.876	2256.089	1431.304	580.508	2341.709	1233.384	858.754	2103.451	592.505	449.072	1843.841	608.589	562.066	1766.693	1902.587	470.328	2190.003	1887.122	556.096	2069.051	799.241	237.586	1492.882	753.397	181.611	1499.892	871.921	169.489	1420.711	768.994	99.627	1432.036	2020.396	142.428	1874.058	2073.796	136.006	1910.861	2162.577	67.650	1822.364	2082.471	65.832	1762.067	1345.546	972.086	1634.986	1476.301	961.553	1661.322	1575.128	669.479	1609.219	1195.214	707.216	1509.291	1042.204	502.732	883.315	1243.429	450.579	812.889	1309.237	319.691	1138.392	1514.879	218.593	1094.636	993.201	759.964	138.290	1142.292	720.574	145.257	1076.134	475.487	23.848	1244.737	120.826	406.245	1395.094	116.278	385.828	1166.341	-112.876	257.986
1208.935	344.240	2513.856	1372.399	576.330	2551.467	1169.356	692.494	2335.938	1190.694	489.086	2165.557	1214.282	482.000	1937.763	899.469	611.033	2253.235	1434.055	579.353	2339.852	1235.971	857.895	2101.258	593.837	448.380	1841.748	608.978	561.536	1765.485	1905.588	468.508	2190.108	1890.715	554.839	2069.542	794.820	237.248	1486.640	747.641	182.538	1493.429	864.387	170.564	1412.294	761.759	100.934	1424.366	2039.593	143.993	1873.434	2083.798	136.904	1911.818	2175.251	69.980	1824.406	2097.882	68.675	1762.191	1348.462	971.289	1633.006	1472.580	962.638	1657.174	1580.908	668.976	1606.723	1198.612	706.883	1507.130	1044.049	501.359	882.455	1245.191	449.399	811.005	1314.680	322.819	1130.711	1520.746	220.596	1088.941	993.550	759.843	138.206	1142.652	720.454	144.948	1077.044	475.003	23.791	1257.334	118.313	397.206	1408.268	112.827	379.197	1180.300	-117.297	251.893
1212.111	343.087	2511.529	1375.167	575.219	2549.063	1171.782	691.448	2333.202	1194.043	487.715	2163.404	1217.776	480.779	1935.119	902.398	609.217	2250.587	1436.535	578.445	2337.739	1238.611	857.045	2098.937	594.959	447.858	1840.128	609.476	561.324	1764.429	1908.610	466.814	2190.140	1894.319	553.679	2070.020	787.746	239.013	1479.288	741.497	183.581	1487.291	856.652	171.897	1403.610	757.211	100.915	1417.817	2048.938	147.021	1872.725	2094.157	138.082	1912.730	2187.813	72.921	1826.681	2111.786	72.623	1761.590	1350.851	971.519	1630.602	1481.994	963.014	1657.930	1585.721	668.497	1604.367	1202.395	706.129	1504.796	1046.345	500.383	881.707	1247.190	448.216	809.839	1320.552	325.764	1123.298	1526.673	222.632	1083.377	993.815	759.654	138.208	1143.049	720.370	144.725	1074.793	474.875	24.516	1271.166	116.476	389.700	1420.713	110.333	372.075	1194.790	-121.768	246.155
1215.264	341.891	2509.414	1377.273	574.678	2546.772	1174.047	689.663	2330.445	1197.111	486.411	2160.950	1221.539	479.614	1932.851	905.214	607.495	2247.915	1439.343	577.219	2335.634	1240.823	855.969	2096.434	596.474	447.192	1838.153	610.334	561.224	1763.413	1911.707	465.042	2190.253	1898.075	552.573	2070.571	781.700	240.233	1473.186	735.549	184.816	1481.380	849.082	173.215	1395.389	746.248	104.071	1410.980	2062.099	146.645	1873.170	2104.204	139.865	1913.713	2200.721	75.837	1829.419	2126.472	75.935	1762.021	1354.108	970.998	1629.379	1486.372	962.448	1656.675	1590.178	668.940	1601.957	1205.205	706.085	1502.425	1048.287	499.110	881.098	1249.001	447.164	808.787	1326.807	328.513	1116.096	1532.880	224.541	1077.778	993.968	759.391	138.407	1143.431	720.157	144.543	1077.410	475.074	23.512	1283.818	113.434	380.710	1435.607	105.874	366.817	1209.756	-126.292	240.486
1217.769	341.044	2507.096	1380.331	573.557	2544.674	1177.449	688.597	2328.440	1200.195	485.113	2158.114	1224.876	478.791	1930.470	908.190	605.716	2245.182	1442.168	576.089	2333.905	1243.439	854.982	2094.617	597.686	446.744	1836.562	611.325	561.343	1762.365	1914.820	463.447	2190.367	1901.812	551.641	2071.055	775.247	241.581	1466.500	729.211	186.192	1475.355	841.089	174.759	1387.488	738.463	105.905	1403.994	2070.920	150.353	1872.403	2111.632	138.980	1917.294	2212.600	78.511	1831.684	2140.426	79.380	1762.428	1356.721	971.343	1627.201	1487.214	961.938	1653.944	1594.690	668.057	1600.035	1208.773	705.623	1499.996	1050.166	497.626	880.689	1250.840	445.923	807.903	1333.395	331.053	1109.049	1539.326	226.514	1072.265	994.500	759.204	138.269	1143.752	720.005	144.242	1074.257	474.261	25.154	1297.656	111.181	373.535	1449.192	102.760	360.585	1224.765	-130.981	235.180
1220.422	339.829	2504.111	1382.966	572.694	2542.340	1180.622	687.622	2326.031	1203.259	483.980	2155.694	1227.925	477.945	1927.828	911.159	603.933	2242.649	1444.833	575.049	2332.052	1246.013	853.941	2092.036	598.504	446.726	1834.574	612.118	561.356	1761.518	1918.048	461.973	2190.530	1905.452	550.791	2071.591	769.672	242.500	1460.905	723.717	187.191	1469.881	833.574	176.118	1380.385	730.389	107.831	1398.466	2081.672	152.510	1872.495	2126.601	143.844	1913.161	2224.821	81.470	1834.744	2154.427	82.783	1763.783	1359.283	971.107	1624.763	1486.021	962.481	1650.272	1598.226	668.296	1598.111	1212.378	705.145	1497.549	1052.518	496.391	879.920	1252.694	444.473	806.901	1340.269	333.372	1102.102	1546.636	228.397	1066.649	994.846	759.082	138.189	1144.161	719.897	143.967	1077.531	474.895	23.419	1311.347	108.760	365.891	1462.712	99.888	354.027	1239.899	-135.525	229.784
1223.842	338.594	2502.132	1385.794	571.740	2539.908	1182.823	686.096	2323.466	1206.778	482.674	2153.568	1231.952	476.321	1925.439	914.210	602.354	2240.251	1447.708	573.825	2330.284	1248.616	853.167	2090.090	601.439	444.770	1833.869	613.926	562.120	1760.342	1921.267	460.713	2190.476	1909.356	550.051	2072.346	763.737	243.708	1455.229	717.536	188.677	1464.798	825.791	177.701	1372.824	723.086	109.610	1391.814	2091.984	155.723	1872.402	2136.209	145.693	1914.475	2237.011	84.305	1838.523	2167.860	86.407	1764.817	1361.959	970.839	1622.441	1492.252	962.857	1650.589	1601.350	668.975	1595.721	1215.872	704.311	1495.374	1053.862	494.892	879.494	1254.817	443.577	805.735	1347.379	335.454	1095.199	1554.072	230.114	1061.339	994.593	758.768	138.714	1144.467	719.718	143.757	1077.827	474.789	23.313	1324.575	105.570	357.975	1476.644	96.958	348.159	1255.461	-140.348	224.403
1227.052	337.526	2500.123	1388.562	570.774	2537.850	1185.584	684.902	2320.784	1210.447	481.286	2151.121	1235.319	475.399	1922.886	917.284	600.647	2237.902	1450.563	572.429	2328.239	1251.186	852.071	2087.757	601.721	445.956	1831.668	615.231	562.362	1759.510	1924.497	459.541	2190.471	1913.114	549.187	2072.896	758.210	244.724	1449.795	711.561	190.108	1459.676	817.653	179.661	1365.675	714.999	111.857	1386.709	2103.589	156.981	1873.492	2146.323	147.505	1915.832	2248.642	87.400	1841.567	2181.319	89.817	1766.404	1364.464	970.355	1620.321	1496.495	962.847	1649.427	1605.849	668.290	1594.586	1219.227	703.616	1493.308	1055.833	493.446	878.775	1256.616	442.324	803.868	1354.677	337.288	1088.284	1561.388	232.131	1055.857	994.957	758.513	138.676	1144.752	719.589	143.520	1075.375	474.559	24.353	1338.789	103.360	351.407	1491.906	96.718	341.209	1271.417	-144.991	219.332
1230.314	336.346	2497.894	1391.421	569.863	2535.786	1188.922	683.558	2318.693	1213.189	480.176	2148.608	1238.831	474.500	1920.572	920.485	599.047	2235.399	1453.267	571.505	2326.430	1253.878	851.060	2085.363	603.008	445.910	1830.338	616.566	562.655	1758.565	1927.791	458.509	2190.579	1916.840	548.475	2073.273	751.742	246.686	1444.317	705.251	191.909	1455.002	810.183	181.208	1359.166	708.214	113.521	1380.736	2113.464	159.857	1873.967	2156.218	149.483	1917.648	2259.989	90.927	1843.524	2195.408	93.253	1768.397	1367.299	969.596	1618.534	1499.220	962.571	1647.212	1609.144	668.656	1592.198	1222.786	703.127	1490.807	1058.726	492.171	878.237	1258.787	440.607	802.703	1362.115	338.860	1081.302	1569.049	233.948	1050.344	995.091	758.351	138.651	1144.964	719.490	143.156	1075.769	474.662	23.800	1351.918	99.838	343.200	1506.424	92.294	336.099	1287.324	-149.599	214.651
1232.932	335.423	2495.308	1394.654	568.670	2533.584	1192.068	682.326	2316.612	1216.340	479.083	2146.180	1242.222	473.562	1918.174	923.630	597.414	2233.092	1456.100	570.305	2324.405	1256.935	850.105	2083.683	603.575	446.617	1828.807	617.613	562.733	1757.991	1931.501	457.669	2190.795	1920.526	547.955	2073.571	745.297	248.370	1439.167	699.095	193.666	1450.512	801.788	183.566	1352.443	699.626	116.051	1375.715	2133.027	164.767	1871.119	2165.172	151.831	1920.339	2271.664	93.065	1848.802	2207.680	96.739	1770.098	1370.236	969.309	1616.648	1500.896	962.151	1644.368	1611.536	669.872	1589.738	1225.958	702.481	1488.647	1060.124	490.409	877.660	1260.276	439.665	801.343	1369.644	340.157	1074.197	1577.104	236.008	1044.794	995.478	758.094	138.713	1145.362	719.310	142.963	1074.847	473.718	25.224	1365.991	97.471	337.130	1520.804	89.682	330.561	1303.342	-154.108	209.963
1236.160	334.101	2492.803	1397.326	567.949	2530.980	1195.217	681.272	2314.175	1220.048	477.795	2143.586	1246.023	472.397	1915.906	926.965	595.881	2230.995	1459.161	568.971	2322.931	1259.516	849.156	2081.727	605.011	446.589	1827.613	618.681	563.059	1757.614	1934.882	456.924	2191.056	1924.203	547.520	2073.964	739.818	249.778	1434.425	693.091	195.402	1446.242	793.956	185.631	1346.625	691.976	118.244	1371.179	2141.697	166.513	1873.765	2174.456	153.893	1922.562	2282.721	96.187	1852.896	2220.781	100.036	1772.626	1373.144	968.903	1614.791	1501.991	961.705	1641.321	1615.180	669.959	1588.083	1229.855	701.631	1486.490	1061.839	488.666	877.121	1262.033	438.128	800.189	1377.216	341.165	1066.913	1585.446	238.005	1039.409	995.575	757.959	138.647	1145.679	719.305	142.710	1078.097	474.532	23.109	1380.607	95.437	330.880	1535.118	87.209	324.952	1319.737	-158.489	205.207
1239.624	332.908	2490.682	1400.328	566.849	2529.188	1198.070	679.667	2311.701	1223.824	476.407	2141.727	1249.670	471.135	1913.579	930.231	594.458	2228.718	1462.325	567.736	2321.188	1262.435	848.036	2079.273	606.430	446.877	1826.753	619.763	563.249	1757.298	1938.213	456.291	2191.171	1927.954	547.125	2074.283	734.173	251.297	1430.475	686.550	197.673	1442.094	785.893	187.884	1340.440	683.843	121.021	1366.841	2149.985	168.140	1875.021	2184.328	156.155	1924.859	2293.451	99.755	1855.428	2233.906	103.483	1775.753	1375.745	968.373	1612.722	1502.976	961.355	1638.495	1618.575	670.385	1585.970	1233.285	701.151	1484.152	1064.193	487.414	876.468	1264.066	436.983	798.581	1385.733	342.626	1059.236	1593.959	239.993	1034.145	996.085	757.821	138.764	1146.062	719.209	142.495	1075.500	474.323	23.967	1393.737	91.290	322.846	1552.872	83.319	320.864	1336.612	-162.945	200.824
1243.022	331.849	2488.635	1403.483	565.870	2526.981	1201.265	678.323	2309.383	1227.069	475.370	2139.671	1253.170	470.256	1911.141	933.758	592.906	2226.481	1465.224	566.507	2319.234	1265.413	846.988	2077.090	607.868	447.104	1825.569	620.915	563.577	1757.117	1941.878	455.739	2191.095	1931.747	546.946	2074.701	727.384	253.710	1425.439	680.936	199.385	1438.668	778.344	189.993	1335.107	676.532	123.179	1363.223	2164.799	172.332	1875.675	2193.424	158.266	1927.410	2303.974	102.769	1859.541	2246.114	106.755	1778.173	1378.433	967.693	1610.408	1504.320	961.220	1636.314	1623.544	669.350	1584.497	1237.049	700.084	1482.084	1066.575	486.012	875.726	1266.088	435.867	797.015	1393.981	344.463	1052.492	1602.828	242.143	1028.872	996.202	757.641	138.685	1146.450	719.039	142.264	1080.020	474.996	21.374	1408.982	90.208	318.419	1563.507	80.965	314.820	1353.529	-167.396	196.637
